Reference	ID	Tags	Quote	Occurrence	Question	Response
13:4	v522	basic,observe	τί τὸ σημεῖον ὅταν μέλλῃ ταῦτα συντελεῖσθαι πάντα?	1	Que voulaient savoir les disciples pour connaître le moment de la destruction du temple ?	
13:5-6	fxgw	basic,observe	βλέπετε, μή τις ὑμᾶς πλανήσῃ & πολλοὶ ἐλεύσονται ἐπὶ τῷ ὀνόματί μου λέγοντες, ὅτι ἐγώ εἰμι, καὶ πολλοὺς πλανήσουσιν	1	Quelle est la première chose qui se produira avant que le signe n'indique que les choses que Jésus a prédites sont sur le point de se produire ?	
13:6	pvg3	basic,observe	πολλοὶ ἐλεύσονται ἐπὶ τῷ ὀνόματί μου λέγοντες, ὅτι ἐγώ εἰμι	1	Comment de nombreuses personnes vont-elles induire les croyants en erreur ?	
13:7	t8tl	basic,observe	ὅταν δὲ ἀκούσητε πολέμους καὶ ἀκοὰς πολέμων	1	Quelle est la deuxième chose qui se produira avant que le signe n'indique que ce que Jésus a prédit est sur le point d'arriver ?	
13:7	fj9e	basic,observe	μὴ θροεῖσθε; δεῖ γενέσθαι, ἀλλ’ οὔπω τὸ τέλος	1	Comment les croyants doivent-ils réagir en entendant **des guerres et des bruits de guerres** ?	
13:8	ngpt	basic,interpret	ἐγερθήσεται γὰρ ἔθνος ἐπ’ ἔθνος, καὶ βασιλεία ἐπὶ βασιλείαν	1	"Pourquoi les ""guerres"" et les ""bruits de guerres"" du verset 7 se produiront-ils ?"	
13:8	sa16	basic,observe	ἔσονται σεισμοὶ κατὰ τόπους	1	Quelle est la troisième chose qui se produira avant que le signe n'indique que ce que Jésus a prédit est sur le point de s'accomplir ?	
13:8	ju6f	basic,observe	ἔσονται λιμοί	1	Quelle est la quatrième chose qui se produira avant que ce signe indique que ce que Jésus a prédit est sur le point de s'accomplir ?	
13:8	f5qt	basic,observe	ἀρχὴ ὠδίνων ταῦτα	1	À quoi Jésus compare-t-il ces quatre types d'événements qui précèdent le signe de la destruction à venir ?	
13:7-8	fv7v	basic,apply	ὅταν & ἀκούσητε πολέμους καὶ ἀκοὰς πολέμων & ἐγερθήσεται γὰρ ἔθνος ἐπ’ ἔθνος, καὶ βασιλεία ἐπὶ βασιλείαν. ἔσονται σεισμοὶ κατὰ τόπους, ἔσονται λιμοί	1	Êtes-vous troublés lorsque vous entendez parler de ces choses, ou vous indiquent-elles que le Seigneur va bientôt revenir ?	
13:9	e82n	basic,observe	βλέπετε δὲ ὑμεῖς ἑαυτούς	1	Que demande Jésus à ses disciples de faire en attendant le signe de la destruction à venir ?	
13:9	pa6g	basic,observe	παραδώσουσιν ὑμᾶς εἰς συνέδρια καὶ εἰς συναγωγὰς δαρήσεσθε, καὶ ἐπὶ ἡγεμόνων καὶ βασιλέων σταθήσεσθε ἕνεκεν ἐμοῦ	1	Que feront les incroyants aux disciples avant la destruction à venir ?	
13:9	wvhg	basic,observe	εἰς μαρτύριον αὐτοῖς	1	À quoi servira la persécution des croyants ?	
13:10	rgte	basic,observe	εἰς πάντα τὰ ἔθνη πρῶτον δεῖ κηρυχθῆναι τὸ εὐαγγέλιον	1	Que doit-il se passer avant que la destruction prophétisée par Jésus n'arrive ?	
13:9-10	wwaw	basic,interpret	εἰς μαρτύριον αὐτοῖς & εἰς πάντα τὰ ἔθνη πρῶτον δεῖ κηρυχθῆναι τὸ εὐαγγέλιον	1	De quelle manière **la Bonne Nouvelle** sera-t-elle **annoncée dans toutes les nations** ?	
13:11	wh26	basic,observe	ὅταν ἄγωσιν ὑμᾶς παραδιδόντες, μὴ προμεριμνᾶτε τί λαλήσητε, ἀλλ’ ὃ ἐὰν δοθῇ ὑμῖν ἐν ἐκείνῃ τῇ ὥρᾳ, τοῦτο λαλεῖτε; οὐ γάρ ἐστε ὑμεῖς οἱ λαλοῦντες, ἀλλὰ τὸ Πνεῦμα τὸ Ἅγιον	1	Pourquoi les croyants ne devraient-ils pas s'inquiéter lorsqu'ils sont persécutés à cause de Jésus ?	
13:11	yy94	basic,interpret	ἀλλ’ ὃ ἐὰν δοθῇ ὑμῖν ἐν ἐκείνῃ τῇ ὥρᾳ, τοῦτο λαλεῖτε; οὐ γάρ ἐστε ὑμεῖς οἱ λαλοῦντες, ἀλλὰ τὸ Πνεῦμα τὸ Ἅγιον	1	De quelle manière pensez-vous que le **Saint-Esprit** communiquera aux croyants ce qu'ils doivent dire lorsqu'ils sont persécutés ?	
13:11	j73m	basic,apply	ἀλλ’ ὃ ἐὰν δοθῇ ὑμῖν ἐν ἐκείνῃ τῇ ὥρᾳ, τοῦτο λαλεῖτε; οὐ γάρ ἐστε ὑμεῖς οἱ λαλοῦντες, ἀλλὰ τὸ Πνεῦμα τὸ Ἅγιον	1	Avez-vous déjà senti le Saint-Esprit vous donner les mots à dire dans une situation difficile ?	
13:12	bd11	basic,observe	παραδώσει ἀδελφὸς ἀδελφὸν εἰς θάνατον, καὶ πατὴρ τέκνον; καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς καὶ θανατώσουσιν αὐτούς	1	Comment la persécution des croyants affectera-t-elle leurs familles ?	
13:12	tcve	basic,interpret	παραδώσει ἀδελφὸς ἀδελφὸν εἰς θάνατον, καὶ πατὴρ τέκνον; καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς καὶ θανατώσουσιν αὐτούς	1	Selon vous, pourquoi les membres de leur propre famille se retourneront-ils contre les croyants avant le jugement à venir ?	
13:12	k6qx	basic,apply	καὶ παραδώσει ἀδελφὸς ἀδελφὸν εἰς θάνατον, καὶ πατὴρ τέκνον; καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς καὶ θανατώσουσιν αὐτούς	1	Des membres de votre famille ont-ils déjà agi contre vous à cause de votre foi en Christ ?	
13:13	m43r	basic,observe	ἔσεσθε μισούμενοι ὑπὸ πάντων διὰ τὸ ὄνομά μου	1	Dans les temps à venir, comment les gens réagiront-ils à ceux qui croient au **nom** de Jésus ?	
13:13	f4va	basic,observe	ὁ δὲ ὑπομείνας εἰς τέλος, οὗτος σωθήσεται	1	Qui **va être sauvé** ?	
13:14	vva7	basic,observe	ὅταν δὲ ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως, ἑστηκότα ὅπου οὐ δεῖ	1	Au verset 4, Jésus répond enfin à la question des disciples sur le signe qui indiquera que la fin est proche. Quel sera ce signe ?	
13:14	kmn3	advanced,interpret	τὸ βδέλυγμα τῆς ἐρημώσεως	1	"Jésus semble désigner l'""abomination"" de Daniel 9.25-27. Que nous apprend ce passage sur l'identité de **l'abomination de la désolation** ?"	
13:14	y71v	basic,interpret	ὁ ἀναγινώσκων νοείτω	1	Selon vous, pourquoi Marc indique-t-il spécifiquement à **celui qui lit** qu'il doit **comprendre** cela ?	
13:14	ui6i	basic,apply	ὁ ἀναγινώσκων νοείτω	1	En tant que lecteur, dans quelle mesure comprenez-vous cette explication des temps à venir ?	
13:14	k1el	basic,observe	τότε οἱ ἐν τῇ Ἰουδαίᾳ, φευγέτωσαν εἰς τὰ ὄρη	1	Que dit Jésus aux Juifs de faire lorsque le signe de **l'abomination de la désolation** surviendra ?	
13:15	kado	basic,interpret	ὁ δὲ ἐπὶ τοῦ δώματος, μὴ καταβάτω, μηδὲ εἰσελθάτω ἆραί τι ἐκ τῆς οἰκίας αὐτοῦ	1	Pourquoi une personne **sur le toit** ne devra-t-elle pas **prendre quelque chose dans sa maison** après que le signe sera survenu ?	
13:16	z6zk	basic,observe	καὶ ὁ εἰς τὸν ἀγρὸν, μὴ ἐπιστρεψάτω εἰς τὰ ὀπίσω, ἆραι τὸ ἱμάτιον αὐτοῦ	1	Pourquoi une personne **dans son champ** ne devra-t-il pas **retourner en arrière pour prendre son manteau** après que le signe sera survenu ?	
13:17	dpy2	basic,observe	οὐαὶ δὲ ταῖς ἐν γαστρὶ ἐχούσαις καὶ ταῖς θηλαζούσαις ἐν ἐκείναις ταῖς ἡμέραις	1	Quelles personnes seront particulièrement en danger lorsque surviendra le signe ?	
13:17	t47r	basic,interpret	ταῖς ἐν γαστρὶ ἐχούσαις καὶ ταῖς θηλαζούσαις	1	Pourquoi les événements de la fin des temps seront-ils particulièrement difficiles pour les femmes enceintes ou qui allaitent ?	
13:18	ce9z	basic,interpret	προσεύχεσθε δὲ ἵνα μὴ γένηται χειμῶνος	1	Pourquoi serait-il particulièrement pénible que la fin des temps se produise **en hiver** ?	
13:19	gblc	basic,observe	ἔσονται γὰρ αἱ ἡμέραι ἐκεῖναι θλῖψις, οἵα οὐ γέγονεν τοιαύτη, ἀπ’ ἀρχῆς κτίσεως ἣν ἔκτισεν ὁ Θεὸς, ἕως τοῦ νῦν, καὶ οὐ μὴ γένηται	1	En quoi ce **temps de troubles** sera-t-il comparable à d'autres périodes difficiles qui se sont déjà produites ?	
13:20	y29w	basic,observe	καὶ εἰ μὴ ἐκολόβωσεν Κύριος τὰς ἡμέρας, οὐκ ἂν ἐσώθη πᾶσα σάρξ	1	À quel point la tribulation sera-t-elle intense en ces jours-là ?	
13:20	r3hn	basic,observe	ἀλλὰ διὰ τοὺς ἐκλεκτοὺς, οὓς ἐξελέξατο, ἐκολόβωσεν τὰς ἡμέρας	1	Pourquoi le Seigneur raccourcira-t-il **ce temps** à venir ?	
13:20	gtns	advanced,interpret	τοὺς ἐκλεκτοὺς, οὓς ἐξελέξατο	1	Qui sont les **élus**, et comment ont-ils reçu ce statut ?	
13:21	hyab	basic,observe	καὶ τότε ἐάν τις ὑμῖν εἴπῃ, ἴδε, ὧδε ὁ Χριστός, ἴδε, ἐκεῖ, μὴ πιστεύετε	1	De quel genre de fausses affirmations les croyants doivent-ils se méfier pendant ces jours de troubles à venir ?	
13:22	p6xk	basic,observe	ἐγερθήσονται γὰρ ψευδόχριστοι καὶ ψευδοπροφῆται, καὶ δώσουσιν σημεῖα καὶ τέρατα	1	Qui **vont apparaître et vont faire des signes et des miracles** durant les jours de la tribulation à venir ?	
13:22	z8wa	basic,observe	πρὸς τὸ ἀποπλανᾶν εἰ δυνατὸν τοὺς ἐκλεκτούς	1	Pourquoi ces **faux christs** et **faux prophètes** apparaîtront-ils et accompliront-ils **des signes et des miracles** durant la tribulation ?	
13:22	hg5y	advanced,interpret	πρὸς τὸ ἀποπλανᾶν εἰ δυνατὸν τοὺς ἐκλεκτούς	1	"Pourquoi Jésus-Christ ajoute-t-il ""**pour essayer de tromper les élus**"" à sa déclaration concernant les intentions des faux christs et des faux prophètes de **tromper** **les élus** ?"	
13:23	kfvs	basic,observe	ὑμεῖς δὲ βλέπετε	1	Comment les croyants devront-ils réagir à cette description du signe de la tribulation à venir ?	
13:23	fhvh	basic,observe	ἰδοὺ, προείρηκα ὑμῖν πάντα	1	Comment savons-nous que Jésus parlait d'événements qui n'avaient pas encore eu lieu ?	
13:24-25	lu12	basic,observe	μετὰ τὴν θλῖψιν ἐκείνην, ὁ ἥλιος σκοτισθήσεται, καὶ ἡ σελήνη οὐ δώσει τὸ φέγγος αὐτῆς & καὶ οἱ ἀστέρες ἔσονται ἐκ τοῦ οὐρανοῦ πίπτοντες, καὶ αἱ δυνάμεις αἱ ἐν τοῖς οὐρανοῖς σαλευθήσονται	1	Quels sont les derniers événements qui se produiront au terme de la tribulation ?	
13:26	y0ib	basic,observe	τότε ὄψονται τὸν Υἱὸν τοῦ Ἀνθρώπου ἐρχόμενον ἐν νεφέλαις, μετὰ δυνάμεως πολλῆς καὶ δόξης	1	Comment le **Fils de l'homme** apparaîtra-t-il à la fin de la tribulation ?	
13:27	n6o6	basic,observe	τότε ἀποστελεῖ τοὺς ἀγγέλους καὶ ἐπισυνάξει τοὺς ἐκλεκτοὺς αὐτοῦ, ἐκ τῶν τεσσάρων ἀνέμων, ἀπ’ ἄκρου γῆς ἕως ἄκρου οὐρανοῦ	1	Qu'est-ce que le Fils de l'Homme enverra faire aux **anges** lors de son apparition ?	
13:27	jpge	advanced,interpret	ἀπ’ ἄκρου γῆς ἕως ἄκρου οὐρανοῦ	1	Que sous-entend l'expression **jusqu'aux extrémités du ciel** quant à la localisation de certains des élus rassemblés à ce moment-là ?	
13:28	jw00	basic,observe	ἀπὸ δὲ τῆς συκῆς, μάθετε τὴν παραβολήν	1	Quel objet Jésus utilise-t-il pour donner une **leçon** sur les événements à venir à la fin des temps ?	
13:28	l6pd	basic,observe	ὅταν ἤδη ὁ κλάδος αὐτῆς ἁπαλὸς γένηται, καὶ ἐκφύῃ τὰ φύλλα, γινώσκετε ὅτι ἐγγὺς τὸ θέρος ἐστίν	1	Que signale le figuier lorsque **ses branches deviennent tendres et que ses feuilles apparaissent** ?	
13:29	l3zm	basic,interpret	ὑμεῖς, ὅταν ἴδητε ταῦτα γινόμενα	1	À quels événements des versets 14-23 **ces choses** renvoient-elles ?	
13:29	mk1u	basic,interpret	οὕτως καὶ ὑμεῖς, ὅταν ἴδητε ταῦτα γινόμενα	1	En quoi la parabole du figuier est-elle semblable aux événements qui annoncent le début de la tribulation ?	
13:29	c5ie	basic,interpret	γινώσκετε ὅτι ἐγγύς ἐστιν ἐπὶ θύραις	1	Quel événement du verset 24 **est proche**, juste **à la porte** lorsque ces choses arriveront ?	
13:30	rpax	basic,observe	οὐ μὴ παρέλθῃ ἡ γενεὰ αὕτη, μέχρις οὗ ταῦτα πάντα γένηται	1	Que peut-on savoir sur les moments où **toutes ces choses arrivent** ?	
13:31	f893	basic,observe	ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσονται, οἱ δὲ λόγοι μου οὐ μὴ παρελεύσονται	1	Dans quelle mesure Jésus était-il certain que ces choses se produiraient exactement comme il l'avait dit ?	
13:32	qvgd	basic,observe	περὶ δὲ τῆς ἡμέρας ἐκείνης ἢ τῆς ὥρας, οὐδεὶς οἶδεν; οὐδὲ οἱ ἄγγελοι ἐν οὐρανῷ, οὐδὲ ὁ Υἱός, εἰ μὴ ὁ Πατήρ	1	Qui connaît le moment exact où ces choses arriveront ?	
13:32-33	en2o	basic,apply	περὶ δὲ τῆς ἡμέρας ἐκείνης ἢ τῆς ὥρας, οὐδεὶς οἶδεν; οὐδὲ οἱ ἄγγελοι ἐν οὐρανῷ, οὐδὲ ὁ Υἱός, εἰ μὴ ὁ Πατήρ & οὐκ οἴδατε γὰρ πότε ὁ καιρός ἐστιν	1	Comment le fait que vous ne puissiez pas connaître le moment de la venue du Seigneur affecte-t-il la façon dont vous vivez chaque jour pour lui ?	
13:33	hoqm	basic,interpret	βλέπετε	1	Le commandement de **veillez et priez** est exactement le même que le commandement traduit par **faites attention** au verset 23. Selon vous, pourquoi Jésus a-t-il répété ce commandement ici ?	
13:33	geua	basic,observe	ἀγρυπνεῖτε, καὶ προσεύχεσθε	1	Que doivent faire les croyants alors qu'ils observent et attendent le signe de la fin des temps ?	
13:33	mbx9	basic,observe	οὐκ οἴδατε γὰρ πότε ὁ καιρός ἐστιν	1	Pourquoi est-il si important de veiller et de prier continuellement dans l'attente de la fin des temps ?	
13:34	wwhf	basic,observe	ὡς ἄνθρωπος ἀπόδημος, ἀφεὶς τὴν οἰκίαν αὐτοῦ, καὶ δοὺς τοῖς δούλοις αὐτοῦ τὴν ἐξουσίαν, ἑκάστῳ τὸ ἔργον αὐτοῦ, καὶ τῷ θυρωρῷ ἐνετείλατο ἵνα γρηγορῇ	1	Dans cette histoire, comment un **homme** s'est-il préparé avant de partir **loin de chez lui** ?	
13:34	c724	basic,observe	καὶ τῷ θυρωρῷ ἐνετείλατο ἵνα γρηγορῇ	1	Quel est l'ordre cet homme a-t-il donné **au portier** ?	
13:35	nuc1	basic,interpret	γρηγορεῖτε οὖν; οὐκ οἴδατε γὰρ	1	Après avoir dit ce qu'un homme a fait au verset 34, à qui Jésus a-t-il commencé à parler dans ce verset ?	
13:35	bebx	basic,observe	οὐκ οἴδατε γὰρ, πότε ὁ κύριος τῆς οἰκίας ἔρχεται, ἢ ὀψὲ, ἢ μεσονύκτιον, ἢ ἀλεκτοροφωνίας, ἢ πρωΐ	1	Pourquoi les disciples de Jésus doivent-ils rester vigilants ?	
13:35	zdkc	basic,interpret	ὁ κύριος τῆς οἰκίας	1	Pour les disciples, qui est leur **maître de maison** ?	
13:36	gjqq	basic,observe	μὴ ἐλθὼν ἐξαίφνης, εὕρῃ ὑμᾶς καθεύδοντας	1	Que pourrait-il arriver à un disciple qui ne reste pas attentif à la venue du maître de maison ?	
13:37	zkq2	basic,observe	ὃ δὲ ὑμῖν λέγω, πᾶσιν λέγω	1	À qui, en plus des disciples, Jésus donne-t-il ce commandement ?	
13:37	lvv8	basic,observe	γρηγορεῖτε!	1	Que commande Jésus à tous ceux qui attendent son retour ?	
14:1	wem1	basic,observe	ἦν δὲ τὸ Πάσχα καὶ τὰ Ἄζυμα μετὰ δύο ἡμέρας	1	Quels événements allaient commencer à Jérusalem **deux jours plus tard** ?	
14:1	kl3e	basic,observe	ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς, πῶς αὐτὸν ἐν δόλῳ κρατήσαντες, ἀποκτείνωσιν	1	Que voulaient faire **chefs des prêtres et les scribes** ?	
14:2	ehi9	basic,observe	ἔλεγον γάρ, μὴ ἐν τῇ ἑορτῇ, μήποτε ἔσται θόρυβος τοῦ λαοῦ	1	Pourquoi les chefs des prêtres et les scribes ne voulaient-ils pas arrêter Jésus **pendant la fête** ?	
14:2	e290	basic,interpret	μήποτε ἔσται θόρυβος τοῦ λαοῦ	1	Selon vous, pourquoi les chefs des prêtres et les scribes pensaient-ils qu'il y aurait **des troubles parmi le peuple** pendant la fête ?	
14:3	aw31	basic,observe	ὄντος αὐτοῦ ἐν Βηθανίᾳ, ἐν τῇ οἰκίᾳ Σίμωνος τοῦ λεπροῦ, κατακειμένου αὐτοῦ	1	Où Jésus s'est-il rendu pour prendre un repas ?	
14:3	j7bl	basic,observe	ἦλθεν γυνὴ ἔχουσα ἀλάβαστρον μύρου, νάρδου πιστικῆς πολυτελοῦς	1	Qu'est-ce qu'une **femme** a apporté avec elle lorsqu'elle est venue voir Jésus ?	
14:3	z4yb	basic,observe	συντρίψασα τὴν ἀλάβαστρον, κατέχεεν αὐτοῦ τῆς κεφαλῆς	1	Que fait la femme avec **le flacon** de parfum lorsqu'elle vient voir Jésus ?	
14:4	zjjv	basic,observe	ἦσαν δέ τινες ἀγανακτοῦντες πρὸς ἑαυτούς, εἰς τί ἡ ἀπώλεια αὕτη τοῦ μύρου γέγονεν?	1	Pourquoi certains participants au repas ont-ils exprimé leur **colère** à l'égard de la femme pour avoir versé le parfum sur Jésus ?	
14:5	dw6l	basic,observe	ἠδύνατο γὰρ τοῦτο τὸ μύρον πραθῆναι ἐπάνω δηναρίων τριακοσίων, καὶ δοθῆναι τοῖς πτωχοῖς	1	Qu'est-ce que certains participants au repas pensaient que la femme aurait dû faire avec le flacon de parfum ?	
14:5	bjxg	basic,interpret	ἐπάνω δηναρίων τριακοσίων	1	Un denier correspondait au salaire d'une journée à l'époque. Combien **trois cents deniers** valent-ils aujourd'hui dans votre monnaie ?	
14:5	nkvd	basic,observe	καὶ ἐνεβριμῶντο αὐτῇ	1	Comment certains participants au repas ont-ils traité la femme à cause de ce qu'elle avait fait pour Jésus ?	
14:6	pp2t	basic,observe	ὁ δὲ Ἰησοῦς εἶπεν, ἄφετε αὐτήν; τί αὐτῇ κόπους παρέχετε?	1	Comment Jésus a-t-il réagi vis-à-vis des personnes qui réprimandaient la femme ?	
14:6	s6h1	basic,observe	καλὸν ἔργον ἠργάσατο ἐν ἐμοί	1	Que dit Jésus à propos de ce que la femme a fait pour lui ?	
14:7	z1ia	basic,observe	πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθ’ ἑαυτῶν, καὶ ὅταν θέλητε, δύνασθε αὐτοῖς εὖ ποιῆσαι	1	Qu'a dit Jésus à propos de la suggestion du verset 5 selon laquelle la femme aurait dû vendre ce parfum pour en donner l'argent aux **pauvres** ?	
14:7	cm8d	basic,observe	πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθ’ ἑαυτῶν & ἐμὲ δὲ οὐ πάντοτε ἔχετε	1	Pourquoi était-il plus important pour la femme d'honorer Jésus avec le parfum à ce moment-là plutôt que d'aider les **pauvres** ?	
14:8	r462	basic,observe	προέλαβεν μυρίσαι τὸ σῶμά μου εἰς τὸν ἐνταφιασμόν	1	Selon Jésus, que lui avait réellement fait la femme ?	
14:9	yg9l	basic,observe	ὅπου ἐὰν κηρυχθῇ τὸ εὐαγγέλιον εἰς ὅλον τὸν κόσμον, καὶ ὃ ἐποίησεν αὕτη, λαληθήσεται εἰς μνημόσυνον αὐτῆς	1	Que dit Jésus à ses disciples de faire pour honorer cette femme à cause de ce qu'elle lui a fait ?	
14:9	zs9g	basic,interpret	καὶ ὃ ἐποίησεν αὕτη, λαληθήσεται εἰς μνημόσυνον αὐτῆς	1	Pourquoi Jésus voulait-il que tout le monde **partout où l'Évangile va être annoncé** sache ce que cette femme avait fait pour lui ?	
14:9	kh3w	basic,apply	ὃ ἐποίησεν αὕτη	1	Y a-t-il quelque chose que vous puissiez faire pour Jésus et qui l'honorerait de la même manière que cette femme ?	
14:10	wt07	basic,observe	Ἰούδας Ἰσκαριὼθ, ὁ εἷς τῶν δώδεκα, ἀπῆλθεν πρὸς τοὺς ἀρχιερεῖς, ἵνα αὐτὸν παραδοῖ αὐτοῖς	1	Que propose **Judas Iscariot** aux **chefs des prêtres** ?	
14:11	mxto	basic,observe	οἱ δὲ ἀκούσαντες ἐχάρησαν, καὶ ἐπηγγείλαντο αὐτῷ ἀργύριον δοῦναι	1	Comment les chefs des prêtres ont-ils répondu à l'offre de Judas Iscariot ?	
14:11	qncn	basic,observe	ἐζήτει πῶς αὐτὸν εὐκαίρως παραδοῖ	1	Qu'est-ce que Judas a commencé à faire après avoir rencontré les chefs des prêtres ?	
14:11	hlzf	basic,observe	ἐζήτει πῶς αὐτὸν εὐκαίρως παραδοῖ	1	Bien qu'il soit l'un des douze apôtres, pourquoi Judas a-t-il décidé de livrer Jésus aux chefs des prêtres ?	
14:12	dq4n	basic,observe	τῇ πρώτῃ ἡμέρᾳ τῶν Ἀζύμων, ὅτε τὸ Πάσχα ἔθυον	1	Quel jour les Juifs faisaient-ils **le sacrifice de la Pâque** ?	
14:12	wq3m	basic,observe	λέγουσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ, ποῦ θέλεις ἀπελθόντες, ἑτοιμάσωμεν ἵνα φάγῃς τὸ Πάσχα?	1	Quelle question les disciples ont-ils posée à Jésus le jour où l'agneau de la Pâque était sacrifié ?	
14:13	px9k	basic,observe	ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ, καὶ λέγει αὐτοῖς, ὑπάγετε εἰς τὴν πόλιν, καὶ ἀπαντήσει ὑμῖν ἄνθρωπος κεράμιον ὕδατος βαστάζων; ἀκολουθήσατε αὐτῷ	1	Qu'est-ce que Jésus a dit aux deux disciples pour trouver l'endroit où préparer la Pâque afin qu'ils la mangent ?	
14:13	vk76	basic,interpret	ἀπαντήσει ὑμῖν ἄνθρωπος κεράμιον ὕδατος βαστάζων	1	Comment Jésus pouvait-il savoir qu'un **homme qui porte une cruche d'eau** rencontrerait ses deux disciples ?	
14:14	amyo	basic,observe	ὅπου ἐὰν εἰσέλθῃ, εἴπατε τῷ οἰκοδεσπότῃ	1	Vers qui l'homme portant la cruche d'eau conduirait-il les deux disciples de Jésus ?	
14:14	dz8u	basic,observe	ὅτι ὁ διδάσκαλος λέγει, ποῦ ἐστιν τὸ κατάλυμά μου, ὅπου τὸ Πάσχα μετὰ τῶν μαθητῶν μου φάγω?	1	Quelle question Jésus a-t-il dit à ses deux disciples de poser au maître de la maison ?	
14:14	xfz1	basic,observe	ὅπου ἐὰν εἰσέλθῃ, εἴπατε τῷ οἰκοδεσπότῃ, ὅτι ὁ διδάσκαλος λέγει, ποῦ ἐστιν τὸ κατάλυμά μου	1	Comment Jésus a-t-il pu savoir à l'avance que l'homme portant la cruche d'eau conduirait les disciples dans une maison où le propriétaire disposait d'une pièce à l'étage que Jésus pourrait utiliser ?	
14:15	u36f	basic,observe	αὐτὸς ὑμῖν δείξει ἀνάγαιον μέγα ἐστρωμένον ἕτοιμον	1	Dans quel état serait la pièce que le maître de maison montrerait aux disciples ?	
14:15	gez3	basic,observe	ἐκεῖ ἑτοιμάσατε ἡμῖν	1	Que devaient faire les deux disciples après avoir trouvé la pièce destinée aux invités ?	
14:16	bl09	basic,observe	ἐξῆλθον οἱ μαθηταὶ, καὶ ἦλθον εἰς τὴν πόλιν, καὶ εὗρον καθὼς εἶπεν αὐτοῖς	1	Qu'ont trouvé les disciples lorsqu'ils **sont partis pour aller en ville** ?	
14:16	caqv	basic,interpret	καὶ εὗρον καθὼς εἶπεν αὐτοῖς	1	Lorsque les disciples ont trouvé **tout comme Jésus le leur avait dit**, selon vous, comment cela a-t-il influencé leur opinion sur l'identité de Jésus ?	
14:17	a0dz	basic,observe	ὀψίας γενομένης, ἔρχεται μετὰ τῶν δώδεκα	1	Quand Jésus a-t-il rejoint **les Douze** dans la chambre haute ?	
14:18	eibi	basic,observe	ἀμὴν, λέγω ὑμῖν, ὅτι εἷς ἐξ ὑμῶν παραδώσει με, ὁ ἐσθίων μετ’ ἐμοῦ	1	Quelle déclaration choquante Jésus a-t-il faite aux Douze alors qu'ils prenaient le repas de la Pâque ?	
14:18	ypqx	basic,interpret	εἷς ἐξ ὑμῶν παραδώσει με, ὁ ἐσθίων μετ’ ἐμοῦ	1	Dans les versets 10-11, Judas Iscariot a accepté de livrer Jésus aux chefs juifs. Comment Jésus aurait-il su cela ?	
14:19	yk81	basic,observe	ἤρξαντο λυπεῖσθαι, καὶ λέγειν αὐτῷ εἷς κατὰ εἷς, μήτι ἐγώ?	1	Comment les Douze ont-ils réagi à cette déclaration de Jésus ?	
14:20	zxb8	basic,observe	εἷς τῶν δώδεκα	1	La réponse de Jésus laisse-t-elle planer le doute sur le fait que l'un de ses propres apôtres le trahira ?	
14:20	rtts	basic,interpret	ὁ ἐμβαπτόμενος μετ’ ἐμοῦ εἰς τὸ τρύβλιον	1	"À quoi Jésus faisait-il référence lorsqu'il a identifié le traître comme étant ""**celui qui trempe son pain dans le plat avec moi**"" ?"	
14:21	t4cc	basic,interpret	ὅτι ὁ μὲν Υἱὸς τοῦ Ἀνθρώπου ὑπάγει, καθὼς γέγραπται περὶ αὐτοῦ	1	Sachant qui avait l'intention de le trahir, Jésus avait-il l'intention d'empêcher que cela se produise ? Pourquoi ou pourquoi pas ?	
14:21	t52x	basic,observe	οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ δι’ οὗ ὁ Υἱὸς τοῦ Ἀνθρώπου παραδίδοται	1	Qu'a dit Jésus sur la condition de l'homme qui le livrerait aux chefs juifs ?	
14:21	c77g	basic,observe	καλὸν ἦν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος	1	Quelle serait la gravité de la punition infligée à celui qui livrerait Jésus aux chefs juifs ?	
14:22	n5j4	basic,observe	λαβὼν ἄρτον, εὐλογήσας, ἔκλασεν καὶ ἔδωκεν αὐτοῖς	1	Qu'a fait Jésus avec le **pain** avant de le donner à ses disciples ?	
14:22	hn6y	basic,observe	καὶ εἶπεν, λάβετε, τοῦτό ἐστιν τὸ σῶμά μου	1	Qu'est-ce que Jésus a dit aux disciples à propos du pain ?	
14:22	g6zz	basic,interpret	τοῦτό ἐστιν τὸ σῶμά μου	1	Dans quel sens pensez-vous que le pain était le **corps** de Jésus ?	
14:23	psrr	basic,observe	λαβὼν ποτήριον, εὐχαριστήσας ἔδωκεν αὐτοῖς	1	Qu'a fait Jésus avec la **coupe** avant de la donner à ses disciples ?	
