Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
35:9	lrs4		rc://*/ta/man/translate/figs-metaphor	mon fils était mort, mais maintenant il est vivant !	1	Cette métaphore parle du fils qui était parti comme s’il avait été mort. Autrement dit : « C’est comme si mon fils était mort et que maintenant il est ressuscité ! » ou « Je me suis affligé comme si mon fils était mort, mais maintenant je me réjouis parce que c’est comme s’il était revenu à la vie ! »
35:9	ja6r		rc://*/ta/man/translate/figs-exclamations	Il était perdu, mais maintenant il est retrouvé !	1	Le père utilise cette expression pour montrer à quel point il est heureux du retour à la maison de son fils.
35:9	lrs5		rc://*/ta/man/translate/figs-metaphor	Il était perdu, mais maintenant il est retrouvé !	1	Cette métaphore parle du fils qui était parti comme s’il avait été perdu. C’est-à-dire : « C’est comme si mon fils était perdu et je l’ai retrouvé ! » ou « J’ai eu du chagrin comme si mon fils était perdu, mais maintenant je me réjouis parce que c’est comme si je l’avais retrouvé ! ».
35:10	fy9j			Information générale	1	Jésus continue le récit de l’histoire.
35:10	gcjp			Peu de temps après	1	Ceci peut aussi être traduit par « Pas trop longtemps après » ou « Après un petit moment ».
35:11	nco8			Information générale	1	Jésus continue le récit de l’histoire.
35:12	of9t			Information générale	1	Jésus continue le récit de l’histoire.
35:12	km9q		rc://*/ta/man/translate/figs-exclamations	Pendant toutes ces années, j’ai travaillé pour toi	1	Le fils a dit cela à son père pour souligner qu’il pensait que son père le traitait d’une manière injuste.
35:12	gt6v			une petite chèvre	1	Une petite chèvre aurait nourri moins de personnes que le veau gras et n’aurait pas été autant appréciée. Le frère aîné se plaint du fait que son père traite son fils cadet mieux que lui, alors que le fils cadet a fait le mal.
35:12	mxy0		rc://*/ta/man/translate/figs-explicit	ton fils qui	1	Cette expression montre que le fils aîné était en colère. Cela montre le rejet qu’il portait à l’égard de son frère, et comment il désapprouvait son père d’avoir accueilli le fils rebelle. D’autres langues auront peut-être aussi une façon indirecte de communiquer ces choses.
35:12	n4kn			gaspillé ton argent	1	Cela pourrait signifier : « il a dilapidé l’argent que tu lui as donné » ou « il a dévoré ta richesse ». Si possible, utilisez une expression qui montre la colère du frère.
35:12	j3vc			tué le veau gras	1	Cela pourrait signifier : « tu as tué le veau gras pour faire un festin ».
35:13	x71t			Information générale	1	Jésus continue le récit de l’histoire.
35:13	cy1x			il est juste pour nous	1	Cela pourrait signifier : « c’est la bonne chose à faire » ou « c’est bon pour nous ».
35:13	wv8a		rc://*/ta/man/translate/figs-explicit	ton frère	1	Le père fait référence à son fils cadet par « ton frère » pour rappeler au fils aîné sa relation avec le plus jeune fils et la façon dont il doit aimer son frère.
35:13	t9x0		rc://*/ta/man/translate/figs-metaphor	ton frère était mort et que maintenant il est vivant	1	Voyez comment vous avez traduit cela en [35:09](35/09).
35:13	k80q		rc://*/ta/man/translate/figs-metaphor	Il était perdu, mais maintenant il est retrouvé !	1	Voyez comment vous avez traduit cela en [35:09](35/09).
35:13	xveg			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
36:0	wosa	title		La transfiguration	1	Ce titre peut aussi être traduit par « Comment les disciples ont vu Jésus changer devant eux » ou « Que s’est-il passé lorsque les disciples ont vu Jésus changer devant eux ? ».
36:1	w5ch		rc://*/ta/man/translate/writing-newevent	Un jour	1	Cette expression introduit un événement qui a pris place dans le passé, mais elle ne donne pas la date précise. Beaucoup de langues ont une façon similaire de commencer à raconter une histoire vraie.
36:1	fysn			Jacques	1	Ce n’est pas le même Jacques que celui qui a écrit le livre de Jacques dans la Bible. Pour rendre cela plus clair, certaines langues devront peut-être utiliser des prénoms légèrement différents, ou les épeler différemment.
36:2	x28v		rc://*/ta/man/translate/figs-simile	son visage est devenu aussi brillant que le soleil	1	Cette comparaison souligne à quel point l’apparence de Jésus est devenue brillante.
36:2	wvp0		rc://*/ta/man/translate/figs-simile	Ses vêtements sont devenus blancs comme la lumière	1	Cette comparaison souligne à quel point les vêtements de Jésus sont devenus blancs.
36:2	y69r			aussi blancs	1	Cela pourrait signifier « si blancs ».
36:3	ehfn			sont apparus	1	On pourrait dire : « sont apparus comme s’ils étaient sortis de nulle part ». Soudainement, ils étaient là.
36:3	ii66			à Jérusalem	1	Certaines langues préfèrent dire : « dans la ville de Jérusalem ».
36:4	exjw		rc://*/ta/man/translate/figs-exclusive	Il est bon que nous soyons ici	1	On ne sait pas si « nous » fait uniquement une référence à Pierre, Jacques et Jean, ou si cela fait référence à tout le monde, y compris Jésus, Élie et Moïse. Si vous pouvez le traduire de sorte que les deux options soient possibles, faites-le.
36:4	o2id			abris	1	Cela peut être traduit par : « appentis » ou « abris de jardin » ou « tentes ». Il s’agit de petits abris individuels et temporaires, comme ceux que les Juifs fabriquaient à partir de branches d’arbres lors d’une fête juive annuelle.
36:4	jfxw		rc://*/ta/man/translate/writing-background	ne savait pas ce qu’il disait.	1	Cela pourrait signifier : « parlait sans comprendre ce qui se passait » ou « parlait sans réfléchir de façon lucide à cause de son excitation ». Ce sont des informations de contexte sur les raisons pour lesquelles Pierre a dit ces choses.
36:5	zopa		rc://*/ta/man/translate/figs-metonymy	une voix venant du nuage qui a dit	1	Ici « une voix » est une métonymie qui indique que quelqu’un a parlé. Cela pourrait aussi être traduit par « une voix a parlé depuis le nuage et a dit » ou « Dieu a parlé depuis le nuage et a dit ».
36:5	jw00		rc://*/ta/man/translate/guidelines-sonofgodprinciples	mon Fils	1	C’est un titre important de Jésus.
36:5	e0ci			Écoutez-le	1	Cela pourrait signifier : « Il est celui que vous devez écouter ».
36:5	zuo2			terrifiés	1	Cela pourrait signifier : « extrêmement effrayés ».
36:5	szdu			sont tombés à terre	1	Cela pourrait signifier : « se sont rapidement prosternés au sol » ou « se sont immédiatement baissés à terre ». Assurez-vous que la traduction de « sont tombés » n’évoque pas un accident. Ils ont probablement fait cela intentionnellement dans leur admiration et leur crainte.
36:6	hgcx			les a touchés	1	Cela pourrait signifier : « a posé sa main sur eux ». Certaines langues préféreront préciser où il les a touchés. Dans ce cas, on pourrait dire « les a touchés sur les épaules » ou « a mis sa main sur l’épaule de chacun d’eux ».
36:6	p5h3		rc://*/ta/man/translate/figs-quotations	Jésus […] a dit : « N’ayez pas peur, levez-vous »	1	C’est une citation directe qu’on peut reformuler de manière indirecte : « Jésus leur a dit de ne pas avoir peur, et qu’ils devaient se lever ».
36:6	bjoq			N’ayez pas peur	1	On pourrait aussi dire : « Ne soyez pas effrayés » ou « cessez d’avoir peur ».
36:6	zyt7			levez-vous	1	Cela pourrait aussi être traduit par : « debout » ou « levez-vous, s’il vous plaît ». Assurez-vous que cela montre que Jésus leur a parlé avec bienveillance.
36:6	ad7d			il n’y avait plus que Jésus	1	On pourrait rajouter : « Moïse et Élie avaient disparu ».
36:7	uthf			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
37:0	s94v	title		Jésus ressuscite Lazare	1	Ce titre peut aussi être traduit par : «  Comment Jésus a ressuscité Lazare  » ou «  Comment Jésus a-t-il ressuscité Lazare ? »
37:1	r6fk			Il y avait un homme qui s’appelait Lazare. Il avait deux sœurs, Marie et Marthe. Ils étaient tous de très bons amis de Jésus.	1	Ce passage introduit Lazare et ses sœurs en tant que nouveaux personnages de l’histoire et fournit également des informations générales sur leur relation avec Jésus. (Voir : [[rc://fr/ta/man/translate/writing-background]], [[rc://fr/ta/man/translate/writing-participants]])
37:1	epk9			Un jour	1	Cette expression introduit un événement qui a pris place dans le passé, mais elle ne donne pas de date exacte. Beaucoup de langues ont une façon similaire de commencer à raconter une histoire. (Voir : [[rc://fr/ta/man/translate/writing-newevent]])
37:1	tt7b			Marie	1	La mère de Jésus s’appelait aussi Marie. Mais ici, c’est une femme différente.
37:1	o2sl			Cette maladie ne se terminera pas avec la mort de Lazare	1	On pourrait également traduire par : « le résultat final de cette maladie ne sera pas la mort de Lazare » ou « Lazare est malade, mais la mort ne sera pas le résultat final de cette maladie ». Les disciples de Jésus pensaient probablement que cela voulait dire que Lazare n’allait pas mourir. Mais Jésus savait que, même si Lazare mourait de sa maladie, il vivrait à la fin. (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
37:2	fj4x			Jésus aimait ses amis	1	Ce sont des informations contextuelles sur la relation de Jésus avec Lazare et ses sœurs. (Voir : [[rc://fr/ta/man/translate/writing-background]])
37:2	yjg7			il est d'abord resté deux jours	1	Cela pourrait se traduire par : « ses amis voulaient qu’il parte soigner Lazare, mais il est resté où il était pendant deux jours ».
37:2	kmeu			Judée	1	C'est la partie sud d’Israël, conquise par la tribu de Juda. Certaines langues préféreront dire « la région de la Judée ».
37:2	nkso			il n’y a pas si longtemps, les gens là-bas voulaient te tuer !	1	Les disciples ont dit cela pour souligner le grand danger que courrait Jésus s’il se rendait en Judée. (Voir : [[rc://fr/ta/man/translate/figs-exclamations]])
37:2	ww2o			Notre ami Lazare s’est endormi	1	Traduisez cette phrase avec un mot qui signifie « endormi » dans votre langue. Les disciples n’avaient pas encore compris que Jésus utilisait ces mots dans un sens différent. (Voir : [[rc://fr/ta/man/translate/figs-idiom]])
37:2	zmxl			je dois le réveiller	1	Traduisez cette phrase avec le verbe « réveiller » dans votre langue. Les disciples n’avaient pas encore compris que Jésus utilisait ces mots dans un sens différent. (Voir : [[rc://fr/ta/man/translate/figs-idiom]])
37:3	pg4e			il va se remettre	1	Les disciples pensaient que si Lazare dormait, « il allait se sentir mieux ».
37:3	tl65			Je suis heureux	1	On peut traduire « Je suis heureux » par « Il est bon que… ». Mais il faut comprendre que cela ne signifie pas qu’il était heureux que Lazare soit mort, mais plutôt qu’il était heureux que Dieu soit sur le point de montrer sa grandeur.
37:4	mm4v			Quand Jésus est arrivé à la ville natale de Lazare, Lazare était déjà mort depuis quatre jours	1	Ce sont des informations contextuelles sur le cadre et sur ce qui s’est passé avant l’arrivée de Jésus. (Voir : [[rc://fr/ta/man/translate/writing-background]])
37:4	rjlh			Marthe	1	Marthe était la sœur de Lazare et de Marie. Voir [37:01](37/01).
37:4	i6x4			est sortie à la rencontre de Jésus	1	C’est-à-dire, « Marthe est allée à la rencontre de Jésus alors qu’il venait dans la ville ».
37:4	spce			si seulement tu avais été ici, mon frère ne serait pas mort	1	Marthe parle d’une situation hypothétique - ce qui aurait pu se passer si Jésus n’avait pas attendu jusqu’après la mort de Lazare avant de venir. (Voir : [[rc://fr/ta/man/translate/figs-hypo]])
37:4	bn7a			mon frère ne serait pas mort	1	C’est-à-dire, « vous auriez pu guérir mon frère et il ne serait pas mort » ou « vous auriez pu empêcher mon frère de mourir ».
37:4	zmus			te donnera tout ce que tu lui demanderas	1	C’est-à-dire, « Dieu fera tout ce que tu lui demanderas de faire ».
37:5	pu3d			Je suis la résurrection et la vie	1	« Je suis » est une des déclarations puissantes par laquelle Jésus dit quelque chose sur sa nature essentielle. Dans celle-ci, Jésus indique qu’il était « celui qui donne » ou « la source » de la résurrection et de la vie. Si possible, traduisez cette phrase pour montrer clairement que c’est sa nature essentielle. On pourrait aussi dire : « Je suis celui qui ressuscite les gens et les fait vivre ».
37:5	wftt			aura la vie, même s’il meurt.	1	C’est-à-dire, « celui qui croit en moi vivra pour toujours, même s’il meurt ». Le pronom « il » désigne les hommes et les femmes qui croient en Jésus et donc, qui vivront aussi pour toujours.
37:5	kw13			ne mourra jamais	1	On peut traduire par « vivra pour toujours ».
37:5	gf9k			Marthe	1	Marthe était la sœur de Lazare et de Marie. Voir [37:01](37/01).
37:5	arxt			le Fils de Dieu	1	C’est un titre important qui décrit Jésus. (Voir : [[rc://fr/ta/man/translate/guidelines-sonofgodprinciples]])
37:6	cign			Marie	1	C’est la même femme qu’on trouve dans [37:01](37/01). Ce n’est pas la mère de Jésus.
37:6	t9pl			est tombée aux pieds de Jésus	1	C’est-à-dire, « elle s’est agenouillée aux pieds de Jésus » en signe de respect. (Voir : [[rc://fr/ta/man/translate/translate-symaction]])
37:6	oyt5			si seulement tu avais été ici, mon frère ne serait pas mort	1	Marie parle d’une situation hypothétique – que se serait-il passé si Jésus n’avait pas attendu jusqu’après la mort de Lazare avant de venir. (Voir : [[rc://fr/ta/man/translate/figs-hypo]])
37:6	d3lt			mon frère ne serait pas mort	1	Autrement dit, « tu aurais pu empêcher mon frère de mourir » ou « tu aurais pu empêcher la mort de mon frère » ou « mon frère serait toujours en vie ».
37:7	e2t0			La tombe était une grotte avec une pierre roulée devant son ouverture	1	Ce sont des informations générales sur la tombe où ils avaient enterré Lazare. (Voir : [[rc://fr/ta/man/translate/writing-background]])
37:7	zyd0			il leur a dit : «  Roulez la pierre ».	1	C’est une citation directe qu’on peut reformuler comme une citation indirecte : « il leur a dit de rouler la pierre ». (Voir : [[rc://fr/ta/man/translate/figs-quotations]])
37:7	u2qw			il leur a dit	1	C’est-à-dire, « il a dit aux hommes là-bas ». Il ne disait probablement pas à Marie et Marthe de rouler la pierre.
37:7	dphg			Roulez la pierre	1	Certaines langues préféreront dire : « Faites rouler la pierre loin de l’ouverture de la tombe ».
37:7	kbwy			Marthe	1	Marthe était la sœur de Lazare et de Marie. Voir [37:01](37/01).
37:7	jzkb			Il est mort depuis quatre jours	1	Cela pourrait être traduit par « Il est mort il y a quatre jours et son corps est étendu là ».
37:8	dp00			Ne t’ai-je pas dit que tu verras la puissance de Dieu si tu crois en moi ?	1	C’est-à-dire, « souviens-toi que je t’ai dit que tu verras la puissance de Dieu si tu crois en moi ». Ici, Jésus n’attend pas de réponse. Certaines langues préféreront donc traduire cette phrase comme un ordre à l’impératif. (Voir : [[rc://fr/ta/man/translate/figs-rquestion]])
37:8	phqr			tu verras la puissance de Dieu	1	C’est-à-dire, « voyez la démonstration de la puissance de Dieu » ou « voyez Dieu montrer sa puissance ».
37:8	mh70			ils ont roulé la pierre.	1	Certaines langues pourraient dire « Ils ont fait rouler la pierre loin de l’ouverture de la tombe ».
37:9	dzmc			Père	1	C’est un titre important pour Dieu le Père. (Voir : [[rc://fr/ta/man/translate/guidelines-sonofgodprinciples]])
37:9	alaf			de m’avoir écouté	1	C’est-à-dire, « merci, parce que tu m'écoutes ». Il peut être utile d’ajouter « quand je te prie » ou « quand je te parle ».
37:9	ib96			Lazare, sors !	1	Jésus a utilisé cette exclamation comme un ordre adressé à Lazare. (Voir : [[rc://fr/ta/man/translate/figs-exclamations]], [[rc://fr/ta/man/translate/figs-imperative]])
37:9	uod3			sors !	1	Certaines langues préféreront peut-être préciser : « sors de la tombe ! ».
37:10	nrtd			Lazare est sorti !	1	Cette exclamation manifeste l’étonnement à la vue de Lazare, qui était mort, et qui est sorti de la tombe. Certaines langues devraient dire « Lazare est sorti de la tombe ». (Voir : [[rc://fr/ta/man/translate/figs-exclamations]])
37:10	mm9e			Il était encore enveloppé de bandes et de linges.	1	Cette information de base sur Lazare vêtu de vêtements funéraires montre clairement que Lazare est passé directement de la mort à la vie en sortant du tombeau sur l’ordre de Jésus. (Voir : [[rc://fr/ta/man/translate/writing-background]], [[rc://fr/ta/man/translate/figs-explicit]])
37:10	tjqb			ces bandages	1	Autrement dit, « les vêtements de funérailles ». Cela peut également être traduit par « bandages funéraires » ou « bandes de tissu ».
37:10	nre7			Beaucoup de Juifs ont cru en Jésus à cause de ce miracle.	1	Cette phrase nous dit ce qui s’est passé après la résurrection de Lazare d’entre les morts par Jésus. (Voir : [[rc://fr/ta/man/translate/writing-background]])
37:10	wo30			à cause de ce miracle	1	C’est-à-dire, « parce que Dieu a fait ce miracle étonnant » ou « parce que Jésus a redonné la vie à Lazare ».
37:11	bqi2			enviaient	1	C’est-à-dire, «  ils étaient envieux du pouvoir et de la popularité de Jésus » ou « envieux que tant de Juifs croient en Jésus ».
37:11	fxfi			se sont rassemblés	1	C’est-à-dire, « ils se sont rencontrés » ou « ils se sont réunis ». Ce n’était pas une réunion fortuite, mais une réunion dans le but précis de planifier comment tuer Jésus.
37:11	mdvi			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
38:0	pzee	title		Judas trahit Jésus	1	Ce titre peut aussi être traduit par : «  Le moment où Judas a trahi Jésus  » ou «  Comment Judas a-t-il trahi Jésus ? »
38:1	kgc2			Chaque année, les Juifs célébraient la Pâque. C’était une célébration en mémoire de la libération par laquelle Dieu avait sauvé leurs ancêtres de l’esclavage en Égypte plusieurs siècles plus tôt.	1	Ce sont des informations contextuelles sur la Pâque juive. (Voir : [[rc://fr/ta/man/translate/writing-background]])
38:1	v38l			plusieurs siècles plus tôt	1	C’est-à-dire, « des centaines d’années plus tôt » ou « très longtemps auparavant ».
38:1	mgte			Environ trois ans après avoir commencé à prêcher et enseigner publiquement, Jésus a dit à ses disciples qu’il voulait célébrer cette Pâque avec eux à Jérusalem, et qu’il serait tué là-bas.	1	Il s’agit d’informations contextuelles sur la raison pour laquelle Jésus était à Jérusalem pendant la Pâque et sur ce qui lui arriverait là-bas. (Voir : [[rc://fr/ta/man/translate/writing-background]])
38:2	xrkw			Un des disciples de Jésus qui s’appelait Judas était responsable du sac d’argent des apôtres. Mais il volait souvent de l’argent de ce sac. Après l’arrivée de Jésus et des disciples à Jérusalem, Judas est allé chez les chefs juifs. Il a proposé de trahir Jésus et de le livrer en échange d’une somme d’argent. Il savait que les dirigeants juifs refusaient de croire que Jésus était le Messie. Judas savait aussi qu’ils voulaient le tuer.	1	Ce sont des informations sur Judas et son arrangement pour trahir Jésus. (Voir : [[rc://fr/ta/man/translate/writing-background]])
38:2	vhhx			responsable du sac d’argent des apôtres	1	C’est-à-dire, « responsable d’avoir en sa possession l’argent des apôtres » ou « responsable de garder le sac contenant l’argent des disciples et de distribuer son contenu».
38:3	vti6			Les dirigeants juifs, conduits par le grand prêtre, ont payé à Judas trente pièces d’argent pour trahir Jésus en le livrant entre leurs mains. Cela s’est passé exactement comme les prophètes l’avaient annoncé. Judas a pris l’argent et il est parti. Il a commencé à chercher une occasion pour les aider à arrêter Jésus.	1	C’est une information générale sur l’argent que Judas a reçu pour trahir Jésus. (Voir : [[rc://fr/ta/man/translate/writing-background]])
38:3	m7r0			trente pièces d’argent	1	Chacune de ces pièces d’argent valait environ quatre jours de salaire.
38:4	quun			a célébré	1	C’est-à-dire, « fêtait ».
38:4	bufm			a pris du pain	1	Cela pourrait être traduit par, « a ramassé un morceau de pain » ou « a pris une miche de pain plat ».
38:4	ovpt			l’a rompu	1	Cela signifie qu’il a cassé le pain en morceaux pour que les disciples les mangent. Traduction alternative : « il l'a cassé en morceaux », « il l’a brisé » ou « il l’a déchiré ». Il peut l’avoir divisé en plusieurs morceaux ou en deux et les avoir donnés aux apôtres pour qu’ils les divisent entre eux. Si possible, utilisez une expression qui s’appliquerait à l’une ou l’autre situation. (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
38:4	gmvd			c’est mon corps	1	Bien que la plupart des gens comprennent que cela signifie que le pain est un symbole du corps de Jésus et qu’il ne s’agit pas d’une chair réelle, il est préférable de traduire cette déclaration littéralement. Les significations possibles sont 1) « Ce pain est mon corps » et 2) « Ce pain représente mon corps ». (Voir : [[rc://fr/ta/man/translate/writing-symlanguage]])
38:4	iwhl			Faites ceci pour vous souvenir de moi	1	C’est-à-dire : « Faites-le pour vous souvenir de ce que je fais pour vous ». Jésus faisait allusion à sa mort, qui allait arriver bientôt.
38:5	ef9p			une coupe	1	C’est-à-dire, « une coupe de vin » ou « un verre rempli d’une boisson à base de raisin ».
38:5	cpvp			Buvez ceci	1	C’est-à-dire, « buvez ce qu’il y a dans ce verre » ou « buvez de ce verre ». La boisson dans la coupe était faite de raisins, ce qui lui donnait une couleur rouge foncé.
38:5	zpbo			c’est mon sang	1	Bien que la plupart des gens comprennent que cela signifie que le vin est un symbole du sang de Jésus et que ce n’est pas du sang réel, il est préférable de traduire cette déclaration littéralement. (Voir : [[rc://fr/ta/man/translate/writing-symlanguage]])
38:5	lj9m			mon sang, le sang de la Nouvelle Alliance	1	On pourrait traduire cela par, « le sang qui rend la Nouvelle Alliance possible » ou « le sang qui est à la fondation de la Nouvelle Alliance ».
38:5	amq3			je répandrai	1	Cela pourrait être traduit par, « Je vais verser mon sang ».
38:5	klpd			pour vous souvenir de moi	1	C’est-à-dire, « en mémoire de moi ». Cela pourrait également se traduire par, « concentrez-vous particulièrement sur moi » ou « souvenez-vous de moi ».
38:6	xmhf			dit aux disciples : «  L’un de vous va me trahir. »	1	C’est une citation directe. On pourrait aussi la reformuler en une citation indirecte : « Jésus a dit à ses disciples que l’un d’entre eux le trahirait ». (Voir : [[rc://fr/ta/man/translate/figs-quotations]])
38:6	qz9p			« La personne à qui je donne ce morceau de pain est le traître. »	1	C’est une citation directe. On peut la reformuler en une citation indirecte : « Il a dit que la personne à qui il donnerait le morceau de pain était le traître ». (Voir : [[rc://fr/ta/man/translate/figs-quotations]])
38:6	lyly			est le traître	1	Cela pourrait également être traduit par, « va me trahir » ou « c’est celui qui me va me trahir ».
38:7	dbuo			Satan est entré en lui	1	Autrement dit, « Satan l’a maîtrisé » ou, « Satan a pris le contrôle de lui ».
38:7	fz97			Judas est parti et est allé aider	1	Certaines langues préféreront dire : « Judas a quitté le repas et est allé aider » ou « Judas a quitté la chambre et il est allé aider ».
38:8	z7h6			Mont des Oliviers	1	C’est le nom d’une colline couverte d’oliviers, juste à l’extérieur des murs de la ville de Jérusalem.
38:8	ev1p			Vous m’abandonnerez tous	1	C’est-à-dire, « vous allez tous m’abandonner » ou « vous allez tous me laisser seul ».
38:8	xyut			Il est écrit	1	C’est-à-dire, « comme c’est écrit dans la parole de Dieu » ou « c’est écrit dans les Écritures » ou « un des prophètes de Dieu a écrit ». On peut aussi dire : « Ce qui est écrit va arriver » ou « cela va se passer en accord avec ce qui a été écrit ». Cette prophétie fait référence à la mort de Jésus et à la fuite de ses disciples. (Voir : [[rc://fr/ta/man/translate/figs-activepassive]])
38:8	f27f			Je frapperai	1	Cela signifie, « je vais tuer ». Ici, le pronom « je » désigne Dieu. Il est sous-entendu que Dieu causera ou permettra aux gens de faire du mal à Jésus et de le tuer. (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
38:8	ouef			le berger et toutes les brebis	1	N’utilisez pas le nom de Jésus dans cette citation, car le prophète qui l’a écrit le premier n’avait pas pu connaître le nom du berger. De même, ne précisez pas que les disciples sont les brebis. Il est préférable d’utiliser des mots qui signifient « berger » et « brebis » dans votre traduction. (Voir : [[rc://fr/ta/man/translate/figs-metaphor]])
38:8	o9x0			les brebis seront dispersées	1	On peut l’exprimer sous forme active. Traduction alternative : « ils disperseront toutes les brebis du troupeau » ou « les brebis du troupeau s’enfuiront dans toutes les directions » (Voir : [[rc://fr/ta/man/translate/figs-activepassive]])
38:9	yzw5			a répondu : «  Même si tous les autres t’abandonnent, moi je ne t'abandonnerai pas ! »	1	C’est une citation directe qui peut aussi être reformulée comme une citation indirecte : « Pierre a répondu que même si tous les autres abandonnaient Jésus, lui ne l’abandonnerait pas. » (Voir : [[rc://fr/ta/man/translate/figs-quotations]])
38:9	ebt0			Même si tous les autres t’abandonnent, moi je ne t'abandonnerai pas !	1	Pierre a dit cela pour souligner qu’il n’abandonnerait jamais Jésus. (Voir : [[rc://fr/ta/man/translate/figs-exclamations]], [[rc://fr/ta/man/translate/figs-quotesinquotes]])
38:9	ky52			Même si tous les autres t’abandonnent	1	Pierre exprime une situation hypothétique : les autres disciples pourraient abandonner Jésus. (Voir : [[rc://fr/ta/man/translate/figs-hypo]])
38:9	lgwp			t’abandonnent	1	Voyez comment vous avez traduit cela dans [38:08](38/08).
38:9	ubap			veut vous avoir tous	1	C’est-à-dire, « il veut vous contrôler tous complètement » ou « il veut vous amener à le servir complètement ». Le mot « vous » est pluriel dans cette phrase. Mais les phrases qui suivent sont au singulier.
38:9	hkpp			afin que ta foi ne te manque pas	1	C’est-à-dire, « que tu n’arrêtes pas de croire en moi».
38:9	mp15			avant que le coq chante	1	Les coqs chantent souvent au moment où le soleil se lève. Les auditeurs ont compris ces mots comme une métonymie pour le lever du soleil. Cependant, le chant du coq est une partie importante de l’histoire plus tard, alors gardez le mot « coq » dans la traduction. Traduction alternative : « Avant que le coq chante à l’aube demain » ou « avant que le coq chante demain matin ». (Voir : [[rc://fr/ta/man/translate/figs-metonymy]])
38:10	zv0y			dit alors à Jésus : « Même si je dois mourir, je ne te renierai jamais	1	C’est une citation directe. On peut la reformuler en une citation indirecte : « Pierre a dit à Jésus que même s’il devait mourir, il ne le renierait jamais ! » (Voir : [[rc://fr/ta/man/translate/figs-quotations]])
38:10	wajr			te renierai	1	C’est-à-dire, « Je ne vais pas dire que je ne te connais pas », ou « dire que je ne suis pas ton disciple ».
38:11	al5f			Alors Jésus est allé avec ses disciples à un endroit appelé Gethsémané	1	Cette phrase introduit un nouvel évènement. (Voir : [[rc://fr/ta/man/translate/writing-newevent]])
38:11	mj3g			à un endroit appelé Gethsémané	1	On pourrait dire, « un lieu proche appelé Gethsémané » ou « un endroit appelé Gethsémané au pied du Mont des Oliviers».
38:11	tjfa			tout seul	1	Cela pourrait être traduit par, « complètement isolé des autres ».
38:12	xrl5			Mon Père	1	C’est un titre important pour Dieu. (Voir : [[rc://fr/ta/man/translate/guidelines-sonofgodprinciples]])
38:12	z1ny			s’il est possible	1	Cela signifie : si Dieu le permet. Traduction alternative : « si tu le permets » (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
38:12	my8v			boire cette coupe de souffrance	1	Jésus parle de sa mission (y compris mourir sur la croix) comme s’il s’agissait d’un liquide amer que Dieu lui avait commandé de boire dans une tasse. Autrement dit, « traverser ce tourment » ou « souffrir ce qui va se passer » ou « endurer ce supplice ». (Voir : [[rc://fr/ta/man/translate/figs-metaphor]])
38:12	b86w			alors je veux ce que tu veux	1	Cette expression signifie, « je fais ce qui est en accord avec tes plans » ou « je fais ce qui doit être fait ».
38:13	ahh6			Après chaque prière	1	C’est-à-dire : « Chaque fois que Jésus a fait cette prière ». Cela fait référence aux trois fois où il a prié, comme mentionné dans [38:12] (38/12).
38:13	ygua			a dit : «  Réveillez-vous, mon traître est arrivé. »	1	C’est une citation directe qui peut être reformulée en une citation indirecte : « Il leur dit de se réveiller, car son traître était là ! » (Voir : [[rc://fr/ta/man/translate/figs-quotations]])
38:14	y7kk			Des dirigeants juifs, des soldats et une grande foule sont venus avec Judas portant des épées et des bâtons.	1	Ce sont des informations sur les personnes qui sont venues avec Judas. (Voir : [[rc://fr/ta/man/translate/writing-background]])
38:14	p1wn			Salutations	1	Cela peut être traduit par, « Bonjour » ou « La paix soit avec toi » ou « Bonsoir ».
38:14	c7ou			l’a embrassé	1	Des amis proches peuvent s’embrasser sur la joue, mais un disciple embrasse probablement son maître sur la main pour montrer du respect. Personne ne sait avec certitude comment Judas a embrassé Jésus. (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
38:14	cxx1			est-ce par un baiser que tu me trahis ?	1	C’est-à-dire, « vas-tu vraiment me trahir avec un baiser ? ». Jésus n’attend pas de réponse à cette question. Certaines langues peuvent traduire cela avec une phrase affirmative telle que « tu me trahis en m’embrassant ! » ou « tu rends ta trahison plus grave par ton baiser ! ». (Voir : [[rc://fr/ta/man/translate/figs-rquestion]])
38:15	lz90			a tiré son épée	1	C’est-à-dire, « Pierre a tiré son épée de l’endroit où il la portait ».
38:15	cp48			au Père… mon Père	1	C’est un titre important pour Dieu. (Voir : [[rc://fr/ta/man/translate/guidelines-sonofgodprinciples]])
38:15	skfk			mais je dois obéir à mon Père	1	C’est-à-dire : « Je ne ferai pas cela parce que je dois obéir à la volonté de mon Père et ne pas empêcher mon arrestation ».
38:15	oxr3			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
